audio_path,audio_filename,subtitle,text_for_tts,original_english
\voice\conditions\air_and_track_temp_decreasing,1.wav,空气和赛道温度正在下降,空气和赛道温度正在下降,air and track temps are decreasing
\voice\conditions\air_and_track_temp_decreasing,2.wav,空气和赛道温度在下降,空气和赛道温度在下降,air and track temps are falling
\voice\conditions\air_and_track_temp_decreasing,3.wav,空气和赛道温度下降,空气和赛道温度下降,air and track temps decreasing
\voice\conditions\air_and_track_temp_increasing,1.wav,空气和赛道温度正在上升,空气和赛道温度正在上升,air and track temperatures are increasing
\voice\conditions\air_and_track_temp_increasing,2.wav,空气和赛道温度正在上升,空气和赛道温度正在上升,air and track temperatures are rising
\voice\conditions\air_and_track_temp_increasing,3.wav,空气和赛道温度正在上升,空气和赛道温度正在上升,air and track temps are increasing
\voice\conditions\air_temp_decreasing_its_now,1.wav,气温下降，现在,气温下降，现在,"air temperature's falling, it's now"
\voice\conditions\air_temp_decreasing_its_now,2.wav,气温下降，现在,气温下降，现在,"air temperature's decreasing, it's now"
\voice\conditions\air_temp_decreasing_its_now,3.wav,气温下降，现在,气温下降，现在,"air temp's falling, it's now"
\voice\conditions\air_temp_increasing_its_now,1.wav,气温在升高，现在,气温在升高，现在,"air temperature's increasing, it's now"
\voice\conditions\air_temp_increasing_its_now,2.wav,气温上升，现在,气温上升，现在,"air temp's rising, it's now"
\voice\conditions\air_temp_increasing_its_now,3.wav,气温在升高，现在,气温在升高，现在,"air temp's increasing, it's now"
\voice\conditions\air_temp_is,1.wav,空气温度是,空气温度是,the air temp is
\voice\conditions\air_temp_is,2.wav,空气温度是,空气温度是,the air temp is
\voice\conditions\air_temp_is,3.wav,空气温度是,空气温度是,the air temp is
\voice\conditions\air_temp_is_now,1.wav,空气温度现在,空气温度现在,air temperature's now
\voice\conditions\air_temp_is_now,2.wav,当前空气温度是,当前空气温度是,air temperature is now
\voice\conditions\air_temp_is_now,3.wav,当前空气温度为,当前空气温度为,air temp is now
\voice\conditions\celsius,1.wav,摄氏度,摄氏度,celsius
\voice\conditions\celsius,2.wav,摄氏度,摄氏度,celsius
\voice\conditions\celsius,3.wav,摄氏度,摄氏度,celsius
\voice\conditions\celsius,4.wav,摄氏度,摄氏度,celsius
\voice\conditions\drizzle_decreasing,1.wav,现在只是细雨，看来很快就会停止,现在只是细雨，看来很快就会停止,"just drizzling now, looks like it'll stop soon"
\voice\conditions\drizzle_decreasing,2.wav,雨快停了，现在只是有一点毛毛雨,雨快停了，现在只是有一点毛毛雨,"the rain's almost stopped, just a bit of drizzle now"
\voice\conditions\drizzle_decreasing,3.wav,我们现在有毛毛雨，但天气正在好转,我们现在有毛毛雨，但天气正在好转,we've got drizzle now and it's drying out
\voice\conditions\drizzle_increasing,1_op_prefix_ok.wav,开始有小雨,开始有小雨,it's starting to drizzle
\voice\conditions\drizzle_increasing,2.wav,有点细雨开始落下,有点细雨开始落下,there's a bit of drizzle starting
\voice\conditions\drizzle_increasing,3.wav,我们现在看到一些零星的小雨,我们现在看到一些零星的小雨,we're seeing a few spots of drizzle now
\voice\conditions\fahrenheit,1.wav,华氏温度,华氏温度,fahrenheit
\voice\conditions\fahrenheit,2.wav,华氏温度,华氏温度,fahrenheit
\voice\conditions\fahrenheit,3.wav,华氏温度,华氏温度,fahrenheit
\voice\conditions\heavy_rain_decreasing,1_op_prefix_ok.wav,现在雨下得很大，但正在减弱，慢慢来,现在雨下得很大，但正在减弱，慢慢来,"it's chucking it down now, but easing off, take it easy"
\voice\conditions\heavy_rain_decreasing,2.wav,雨势减弱了一些，但仍然很大，小心,雨势减弱了一些，但仍然很大，小心,"the rain's easing off a bit, but it's still heavy, take care"
\voice\conditions\heavy_rain_decreasing,3_op_suffix_please.wav,雨还是下的很大，但似乎在减弱,雨还是下的很大，但似乎在减弱,"it's still really raining, but it seems to be decreasing"
\voice\conditions\heavy_rain_increasing,1_op_suffix_please.wav,现在的雨真的很大，而且还在变大，注意安全,现在的雨真的很大，而且还在变大，注意安全,"this rain's really heavy now, and getting harder, take care"
\voice\conditions\heavy_rain_increasing,2_op_prefix_ok.wav,现在雨下得很大，似乎还在增大,现在雨下得很大，似乎还在增大,"it's really raining now, seems to be increasing"
\voice\conditions\heavy_rain_increasing,3_op_suffix_please.wav,现在雨下得很大,现在雨下得很大,it's chucking it down now
\voice\conditions\heavy_rain_increasing,4_op_prefix_ok.wav,情况变糟，慢下来,情况变糟，慢下来,"getting harder, take it easy"
\voice\conditions\light_rain_decreasing,1.wav,现在雨没那么大了，似乎有所好转,现在雨没那么大了，似乎有所好转,"it's not raining so heavily now, seems to be improving"
\voice\conditions\light_rain_decreasing,2_op_prefix_ok.wav,小雨现在，看起来情况在好转,小雨现在，看起来情况在好转,"light rain now, looks like it's getting better"
\voice\conditions\light_rain_decreasing,3.wav,雨现在很容易停下来,雨现在很容易停下来,the rain's easy right off now
\voice\conditions\light_rain_decreasing,4.wav,这里有小雨，雨势正在减弱,这里有小雨，雨势正在减弱,"we've got light rain here, it's clearing up"
\voice\conditions\light_rain_increasing,1.wav,我们现在有点小雨，看起来雨势要变大,我们现在有点小雨，看起来雨势要变大,"we've got a bit of rain now, looks like it's getting harder"
\voice\conditions\light_rain_increasing,2_op_prefix_ok.wav,看到一些雨点，似乎在增多,看到一些雨点，似乎在增多,"we're seeing a few spots of rain, seems to be increasing"
\voice\conditions\light_rain_increasing,3.wav,这里有小雨，雨势变大,这里有小雨，雨势变大,"we've got light rain here, getting harder"
\voice\conditions\maximum_rain,2.wav,这里的雨糟糕透了，小心点,这里的雨糟糕透了，小心点,"the rain's absolutely terrible here, be careful"
\voice\conditions\maximum_rain,sweary_1.wav,这里像特么的季风一样，注意,这里像特么的季风一样，注意,"it's like a fucking monsoon here, watch out"
\voice\conditions\maximum_rain,sweary_3.wav,这里真是下得像 piss down 一样，伙计,这里真是下得像 piss down 一样，伙计,"it's properly pissing it down here, mate"
\voice\conditions\mid_rain_decreasing,2.wav,雨现在开始减弱，看来情况正在好转,雨现在开始减弱，看来情况正在好转,"the rain's easing now, looks like conditions are improving"
\voice\conditions\mid_rain_increasing,1_op_prefix_ok.wav,我们现在开始下大雨了，看起来雨势要加大,我们现在开始下大雨了，看起来雨势要加大,"we're getting proper rain now, looks like it's getting harder"
\voice\conditions\mid_rain_increasing,2.wav,现在下雨了，似乎雨势在增大,现在下雨了，似乎雨势在增大,"it's raining now, seems to be increasing"
\voice\conditions\mid_rain_increasing,3.wav,现在雨下得很大，情况正在恶化,现在雨下得很大，情况正在恶化,"it's quite rainy now, and getting harder"
\voice\conditions\seeing_some_rain,1_op_prefix_ok.wav,我们看到有些雨,我们看到有些雨,we're seeing some rain
\voice\conditions\seeing_some_rain,2_op_prefix_ok.wav,我们开始看到一些雨,我们开始看到一些雨,we're starting to see some rain
\voice\conditions\seeing_some_rain,3_op_prefix_ok.wav,看起来在下雨,看起来在下雨,it looks like it's raining
\voice\conditions\seeing_some_rain,4_op_prefix_ok.wav,这里在下雨,这里在下雨,it's raining here
\voice\conditions\seeing_some_rain,5_op_prefix_ok.wav,我们看到有些雨,我们看到有些雨,we're seeing some rain
\voice\conditions\seeing_some_rain,sweary_6.wav,这里开始下大雨了,这里开始下大雨了,it's starting to piss down out here
\voice\conditions\stopped_raining,1_op_prefix_ok.wav,雨停了,雨停了,it stopped raining
\voice\conditions\stopped_raining,2_op_prefix_ok.wav,看起来雨停了,看起来雨停了,it looks like it stopped raining
\voice\conditions\stopped_raining,3_op_prefix_ok.wav,不再下雨,不再下雨,no more rain
\voice\conditions\stopped_raining,4_op_prefix_ok.wav,雨停了,雨停了,it's stopped raining
\voice\conditions\track_temp_decreasing_its_now,1.wav,赛道温度下降，现在,赛道温度下降，现在,"the track temperature's decreasing, it's now"
\voice\conditions\track_temp_decreasing_its_now,2.wav,赛道温度下降，现在,赛道温度下降，现在,"the track temperature's falling, it's now"
\voice\conditions\track_temp_decreasing_its_now,3.wav,赛道温度下降，现在,赛道温度下降，现在,"the track temperature's decreasing, it's now"
\voice\conditions\track_temp_increasing_its_now,1.wav,赛道温度升高，现在,赛道温度升高，现在,"the track temperature's increasing, it's now"
\voice\conditions\track_temp_increasing_its_now,2.wav,赛道温度升高，现在,赛道温度升高，现在,"the track temperature's rising, it's now"
\voice\conditions\track_temp_increasing_its_now,3.wav,赛道温度上升，现在,赛道温度上升，现在,"the track temp's increasing, it's now"
\voice\conditions\track_temp_is,1.wav,赛道温度是,赛道温度是,the track temp is
\voice\conditions\track_temp_is,2.wav,赛道温度是,赛道温度是,the track temp is
\voice\conditions\track_temp_is,3.wav,赛道温度是,赛道温度是,the track temp is
\voice\conditions\track_temp_is_now,1.wav,赛道温度现在是,赛道温度现在是,the track temperature is now
