audio_path,audio_filename,subtitle,text_for_tts,original_english
\voice\acknowledge\OK,1.wav,okay,okay,okay
\voice\acknowledge\OK,10.wav,acknowledged,acknowledged,acknowledged
\voice\acknowledge\OK,11.wav,acknowledged,acknowledged,acknowledged
\voice\acknowledge\OK,2.wav,understood,understood,understood
\voice\acknowledge\OK,3.wav,acknowledged,acknowledged,acknowledged
\voice\acknowledge\OK,4.wav,acknowledged,acknowledged,acknowledged
\voice\acknowledge\OK,5.wav,acknowledged,acknowledged,acknowledged
\voice\acknowledge\OK,6.wav,acknowledged,acknowledged,acknowledged
\voice\acknowledge\OK,7.wav,acknowledged,acknowledged,acknowledged
\voice\acknowledge\OK,8.wav,acknowledged,acknowledged,acknowledged
\voice\acknowledge\OK,9.wav,acknowledged,acknowledged,acknowledged
\voice\acknowledge\cut_warnings_disabled,1.wav,"okay, no more cut-track warnings","okay, no more cut-track warnings","okay, no more cut-track warnings"
\voice\acknowledge\cut_warnings_disabled,2.wav,"understood, no cut-track warnings","understood, no cut-track warnings","understood, no cut-track warnings"
\voice\acknowledge\cut_warnings_disabled,3.wav,"okay, no more cut-track warnings","okay, no more cut-track warnings","okay, no more cut-track warnings"
\voice\acknowledge\cut_warnings_enabled,1.wav,"okay, we'll give cut-track warnings","okay, we'll give cut-track warnings","okay, we'll give cut-track warnings"
\voice\acknowledge\cut_warnings_enabled,2.wav,"understood, we'll warn about track limits","understood, we'll warn about track limits","understood, we'll warn about track limits"
\voice\acknowledge\cut_warnings_enabled,3.wav,"okay, I'll give cut warnings","okay, I'll give cut warnings","okay, I'll give cut warnings"
\voice\acknowledge\deltasDisabled,1.wav,"copy that, no more time deltas","copy that, no more time deltas","copy that, no more time deltas"
\voice\acknowledge\deltasDisabled,2.wav,"acknowledged, no more deltas","acknowledged, no more deltas","acknowledged, no more deltas"
\voice\acknowledge\deltasDisabled,3.wav,"okay, no more deltas","okay, no more deltas","okay, no more deltas"
\voice\acknowledge\deltasEnabled,1.wav,"okay, I'll tell you the gaps","okay, I'll tell you the gaps","okay, I'll tell you the gaps"
\voice\acknowledge\deltasEnabled,2.wav,"okay, I'll tell you the gaps","okay, I'll tell you the gaps","okay, I'll tell you the gaps"
\voice\acknowledge\deltasEnabled,3.wav,"okay, I'll read out those gaps","okay, I'll read out those gaps","okay, I'll read out those gaps"
\voice\acknowledge\deltasEnabled,4.wav,"acknowledged, time deltas every lap","acknowledged, time deltas every lap","acknowledged, time deltas every lap"
\voice\acknowledge\didnt_understand,1.wav,I didn't catch that,I didn't catch that,I didn't catch that
\voice\acknowledge\didnt_understand,10.wav,"speak more clearly, I can't hear you","speak more clearly, I can't hear you","speak more clearly, I can't hear you"
\voice\acknowledge\didnt_understand,11.wav,I didn't catch that,I didn't catch that,I didn't catch that
\voice\acknowledge\didnt_understand,12.wav,pardon,pardon,pardon
\voice\acknowledge\didnt_understand,13.wav,"sorry, mate, I didn't catch that","sorry, mate, I didn't catch that","sorry, mate, I didn't catch that"
\voice\acknowledge\didnt_understand,14.wav,"ah, no, I just can't hear you","ah, no, I just can't hear you","ah, no, I just can't hear you"
\voice\acknowledge\didnt_understand,2.wav,"repeat, please","repeat, please","repeat, please"
\voice\acknowledge\didnt_understand,3.wav,didn't understand that,didn't understand that,didn't understand that
\voice\acknowledge\didnt_understand,4.wav,say again,say again,say again
\voice\acknowledge\didnt_understand,5.wav,"repeat, please","repeat, please","repeat, please"
\voice\acknowledge\didnt_understand,6.wav,I didn't catch that,I didn't catch that,I didn't catch that
\voice\acknowledge\didnt_understand,7.wav,now you're breaking up,now you're breaking up,now you're breaking up
\voice\acknowledge\didnt_understand,8.wav,"you're breaking up, say again please","you're breaking up, say again please","you're breaking up, say again please"
\voice\acknowledge\didnt_understand,9.wav,"can't hear you, mate","can't hear you, mate","can't hear you, mate"
\voice\acknowledge\fill_the_tank,1.wav,"OK, we'll fill the tank","OK, we'll fill the tank","OK, we'll fill the tank"
\voice\acknowledge\fill_the_tank,2.wav,"OK, we'll fill the tank","OK, we'll fill the tank","OK, we'll fill the tank"
\voice\acknowledge\fill_the_tank,3.wav,"OK, we'll fill the tank","OK, we'll fill the tank","OK, we'll fill the tank"
\voice\acknowledge\fill_the_tank,4.wav,"OK, we'll fill the tank","OK, we'll fill the tank","OK, we'll fill the tank"
\voice\acknowledge\fuel_to_end,1.wav,"ok, we'll fill you to the end","ok, we'll fill you to the end","ok, we'll fill you to the end"
\voice\acknowledge\fuel_to_end,2_op_prefix_ok.wav,we'll fuel you to the end,we'll fuel you to the end,we'll fuel you to the end
\voice\acknowledge\fuel_to_end,3_op_prefix_ok.wav,we'll fill you to the end of the race,we'll fill you to the end of the race,we'll fill you to the end of the race
\voice\acknowledge\fuel_to_end,4_op_prefix_ok.wav,we'll fuel you to the end of the race,we'll fuel you to the end of the race,we'll fuel you to the end of the race
\voice\acknowledge\fuel_to_end,5_op_prefix_ok.wav,we'll fuel you to the end of the race,we'll fuel you to the end of the race,we'll fuel you to the end of the race
