audio_path,audio_filename,subtitle,text_for_tts,original_english
\voice\acknowledge\OK,1.wav,好的,好的,okay
\voice\acknowledge\OK,10.wav,已确认,已确认,acknowledged
\voice\acknowledge\OK,11.wav,已确认,已确认,acknowledged
\voice\acknowledge\OK,2.wav,明白了,明白了,understood
\voice\acknowledge\OK,3.wav,已确认,已确认,acknowledged
\voice\acknowledge\OK,4.wav,已确认,已确认,acknowledged
\voice\acknowledge\OK,5.wav,已确认,已确认,acknowledged
\voice\acknowledge\OK,6.wav,已确认,已确认,acknowledged
\voice\acknowledge\OK,7.wav,已确认,已确认,acknowledged
\voice\acknowledge\OK,8.wav,已确认,已确认,acknowledged
\voice\acknowledge\OK,9.wav,已确认,已确认,acknowledged
\voice\acknowledge\cut_warnings_disabled,1.wav,好的，不再提醒切角,好的，不再提醒切角,"okay, no more cut-track warnings"
\voice\acknowledge\cut_warnings_disabled,2.wav,明白，不启用切角警告,明白，不启用切角警告,"understood, no cut-track warnings"
\voice\acknowledge\cut_warnings_disabled,3.wav,好的，不再提醒切角,好的，不再提醒切角,"okay, no more cut-track warnings"
\voice\acknowledge\cut_warnings_enabled,1.wav,好的，我们将发出切赛道警告,好的，我们将发出切赛道警告,"okay, we'll give cut-track warnings"
\voice\acknowledge\cut_warnings_enabled,2.wav,明白，我们将提醒关于赛道限制,明白，我们将提醒关于赛道限制,"understood, we'll warn about track limits"
\voice\acknowledge\cut_warnings_enabled,3.wav,好的，我将发出超车警告,好的，我将发出超车警告,"okay, I'll give cut warnings"
\voice\acknowledge\deltasDisabled,1.wav,收到，不再显示时间差,收到，不再显示时间差,"copy that, no more time deltas"
\voice\acknowledge\deltasDisabled,2.wav,收到，不再显示差值,收到，不再显示差值,"acknowledged, no more deltas"
\voice\acknowledge\deltasDisabled,3.wav,好的，不再显示差值,好的，不再显示差值,"okay, no more deltas"
\voice\acknowledge\deltasEnabled,1.wav,好的，我将告诉你差距,好的，我将告诉你差距,"okay, I'll tell you the gaps"
\voice\acknowledge\deltasEnabled,2.wav,好的，我将告诉你差距,好的，我将告诉你差距,"okay, I'll tell you the gaps"
\voice\acknowledge\deltasEnabled,3.wav,好的，我将报出那些差距,好的，我将报出那些差距,"okay, I'll read out those gaps"
\voice\acknowledge\deltasEnabled,4.wav,收到，每圈显示时间差值,收到，每圈显示时间差值,"acknowledged, time deltas every lap"
\voice\acknowledge\didnt_understand,1.wav,我没听清楚,我没听清楚,I didn't catch that
\voice\acknowledge\didnt_understand,10.wav,请讲清楚，我听不到你,请讲清楚，我听不到你,"speak more clearly, I can't hear you"
\voice\acknowledge\didnt_understand,11.wav,我没听清楚,我没听清楚,I didn't catch that
\voice\acknowledge\didnt_understand,12.wav,抱歉,抱歉,pardon
\voice\acknowledge\didnt_understand,13.wav,对不起，我没听清楚,对不起，我没听清楚,"sorry, mate, I didn't catch that"
\voice\acknowledge\didnt_understand,14.wav,啊，不，我听不到你,啊，不，我听不到你,"ah, no, I just can't hear you"
\voice\acknowledge\didnt_understand,2.wav,请重复,请重复,"repeat, please"
\voice\acknowledge\didnt_understand,3.wav,不明白,不明白,didn't understand that
\voice\acknowledge\didnt_understand,4.wav,再说一遍,再说一遍,say again
\voice\acknowledge\didnt_understand,5.wav,请重复,请重复,"repeat, please"
\voice\acknowledge\didnt_understand,6.wav,我没听清楚,我没听清楚,I didn't catch that
\voice\acknowledge\didnt_understand,7.wav,你现在信号不好,你现在信号不好,now you're breaking up
\voice\acknowledge\didnt_understand,8.wav,信号不好，再说一遍，请,信号不好，再说一遍，请,"you're breaking up, say again please"
\voice\acknowledge\didnt_understand,9.wav,听不到你，老兄,听不到你，老兄,"can't hear you, mate"
\voice\acknowledge\fill_the_tank,1.wav,好的，我们将加油,好的，我们将加油,"OK, we'll fill the tank"
\voice\acknowledge\fill_the_tank,2.wav,好的，我们将加油,好的，我们将加油,"OK, we'll fill the tank"
\voice\acknowledge\fill_the_tank,3.wav,好的，我们将加油,好的，我们将加油,"OK, we'll fill the tank"
\voice\acknowledge\fill_the_tank,4.wav,好的，我们将加油,好的，我们将加油,"OK, we'll fill the tank"
\voice\acknowledge\fuel_to_end,1.wav,好的，我们会把油加到满,好的，我们会把油加到满,"ok, we'll fill you to the end"
\voice\acknowledge\fuel_to_end,2_op_prefix_ok.wav,我们会为你加到最后,我们会为你加到最后,we'll fuel you to the end
\voice\acknowledge\fuel_to_end,3_op_prefix_ok.wav,我们会为你加到比赛结束,我们会为你加到比赛结束,we'll fill you to the end of the race
\voice\acknowledge\fuel_to_end,4_op_prefix_ok.wav,我们会为你加到比赛结束,我们会为你加到比赛结束,we'll fuel you to the end of the race
\voice\acknowledge\fuel_to_end,5_op_prefix_ok.wav,我们会为你加到比赛结束,我们会为你加到比赛结束,we'll fuel you to the end of the race
\voice\acknowledge\keepQuietDisabled,1.wav,好的，我们会保持更新,好的，我们会保持更新,"okay, we'll keep you posted"
\voice\acknowledge\keepQuietDisabled,2.wav,明白了，我会保持你更新,明白了，我会保持你更新,"understood, I'll keep you informed"
\voice\acknowledge\keepQuietDisabled,3.wav,收到，我会保持更新,收到，我会保持更新,"acknowledged, I'll keep you up to date"
\voice\acknowledge\keepQuietEnabled,1.wav,好的，不再更新,好的，不再更新,"okay, no more updates"
\voice\acknowledge\keepQuietEnabled,2.wav,好的，我保持安静,好的，我保持安静,"okay, I'll keep quiet"
\voice\acknowledge\keepQuietEnabled,3.wav,好的，我就不打扰了,好的，我就不打扰了,"okay, I'll leave you to it"
\voice\acknowledge\keep_quiet_in_corners_disabled,1.wav,收到，一圈中的任何点都可以呼叫,收到，一圈中的任何点都可以呼叫,"acknowledged, calls at any point during the lap"
\voice\acknowledge\keep_quiet_in_corners_disabled,2.wav,收到，有任何情况会呼叫,收到，有任何情况会呼叫,"copy that, we'll give call at any point"
\voice\acknowledge\keep_quiet_in_corners_disabled,3.wav,明白了，我们会在这圈的任何时候发出这些通知,明白了，我们会在这圈的任何时候发出这些通知,"understood, we'll give those calls at any point during the lap"
