audio_path,audio_filename,subtitle,text_for_tts,original_english
\voice\alarm_clock\alarms,1.wav,汽笛,汽笛,FOGHORN
\voice\alarm_clock\am,1.wav,上午,上午,a.m.
\voice\alarm_clock\am,2.wav,上午,上午,a.m.
\voice\alarm_clock\am,3.wav,上午,上午,a.m.
\voice\alarm_clock\notify,1.wav,我们将通知您,我们将通知您,we'll notify you at
\voice\alarm_clock\notify,2.wav,好的，我们将会在,好的，我们将会在,"okay, we'll notify you at"
\voice\alarm_clock\notify,3.wav,好的，我们将会在,好的，我们将会在,"all right, we'll notify you at"
\voice\alarm_clock\notify,4.wav,已确认，将在,已确认，将在,"acknowledged, you'll be notified at"
\voice\alarm_clock\notify,5.wav,好的，我们将会在,好的，我们将会在,"okay, we'll notify you at"
\voice\alarm_clock\notify,6.wav,我们将通知您,我们将通知您,we'll notify you at
\voice\alarm_clock\pm,4.wav,下午,下午,p.m.
\voice\alarm_clock\pm,5.wav,下午,下午,p.m.
\voice\alarm_clock\pm,6.wav,下午,下午,p.m.
\voice\incidents\incident_points,1.wav,事故积分,事故积分,incident points
\voice\incidents\incident_points,2.wav,事故积分,事故积分,incident points
\voice\incidents\incident_points,3.wav,事故积分,事故积分,incident points
\voice\incidents\incidents,1.wav,事故,事故,incidents
\voice\incidents\incidents,2.wav,事故,事故,incidents
\voice\incidents\incidents,3.wav,事故,事故,incidents
\voice\incidents\no_incident_limit,1.wav,没有事故上限,没有事故上限,there's no incident limit
\voice\incidents\no_incident_limit,2.wav,没有事故上限,没有事故上限,there's no incident limit
\voice\incidents\no_incident_limit,3.wav,没有事故上限,没有事故上限,there's no incident limit
\voice\incidents\no_incident_points_limit,1.wav,没有事故积分上限,没有事故积分上限,there's no incident points limit
\voice\incidents\no_incident_points_limit,2.wav,没有事故积分上限,没有事故积分上限,there's no incident points limit
\voice\incidents\no_incident_points_limit,3.wav,没有事故积分上限,没有事故积分上限,there's no incident points limit
\voice\incidents\the_incident_limit_is,1.wav,事故上限是,事故上限是,the incident limit is
\voice\incidents\the_incident_limit_is,2.wav,事故上限是,事故上限是,the incident limit is
\voice\incidents\the_incident_limit_is,3.wav,事故上限是,事故上限是,the incident limit is
\voice\incidents\the_incident_points_limit_is,1.wav,事故积分上限是,事故积分上限是,the incident points limit is
\voice\incidents\the_incident_points_limit_is,2.wav,事故积分上限是,事故积分上限是,the incident points limit is
\voice\incidents\the_incident_points_limit_is,3.wav,事故积分上限是,事故积分上限是,the incident points limit is
\voice\incidents\you_have,1.wav,你有,你有,you have
\voice\incidents\you_have,2.wav,你有,你有,you have
\voice\incidents\you_have,3.wav,你有,你有,you have
\voice\licence\a_licence,1.wav,A级执照,A级执照,A license
\voice\licence\a_licence,2.wav,A级执照,A级执照,A license
